State,Product Category,Sales Channel,Month,Year,Quantity Sold,Unit Price,Revenue,Expense,Profit
Uttar Pradesh,Tubes,Retail,Jan,2021,961.4000000000001,418.8765,402707.86710000003,285522.09685000003,117185.77025
West Bengal,Tubes,Distributor,May,2021,462.00000000000006,663.7575,306655.9650000001,226818.39025000005,79837.57475000003
Karnataka,Brakes,Distributor,Jan,2021,393.8,421.764,166090.6632,146325.66640000002,19764.996799999994
Punjab,Tyres,Retail,Jan,2021,182.60000000000002,675.5175,123349.49550000002,78942.89710000002,44406.5984
Karnataka,Alloys,Online,May,2021,322.3,612.843,197519.2989,182102.81935,15416.47954999999
Uttar Pradesh,Batteries,Retail,Oct,2021,478.50000000000006,545.0865,260823.89025000003,200389.16050000006,60434.72974999997
West Bengal,Tyres,Online,May,2021,435.6,532.35,231891.66000000003,157364.40565000006,74527.25434999997
Gujarat,Brakes,Distributor,Dec,2021,1017.5000000000001,967.5435000000001,984475.5112500002,676215.8156500001,308259.6956000001
Tamil Nadu,Tyres,Online,Jan,2021,81.4,575.9565,46882.8591,35003.8789,11878.980199999998
Karnataka,Alloys,Distributor,Apr,2021,995.5000000000001,399.3465,397549.44075,347129.6467,50419.794050000026
Uttar Pradesh,Tyres,Retail,Oct,2021,782.1,312.99449999999996,244792.99844999998,165097.77745,79695.22099999999
Maharashtra,Suspension,Retail,Mar,2021,107.80000000000001,273.24150000000003,29455.433700000005,27581.32915,1874.1045500000037
Punjab,Brakes,Distributor,Nov,2021,811.8000000000001,631.6485000000001,512772.25230000017,462121.2388000002,50651.01349999994
Punjab,Batteries,Retail,May,2021,123.20000000000002,1047.0495,128996.49840000003,100071.39295000001,28925.105450000017
Uttar Pradesh,Suspension,Distributor,Nov,2021,899.8000000000001,397.887,358018.72260000004,264597.80500000005,93420.91759999999
Gujarat,Tubes,Retail,Oct,2021,532.4000000000001,303.36600000000004,161512.05840000004,147673.55140000005,13838.506999999983
Tamil Nadu,Suspension,Online,Nov,2021,89.10000000000001,547.4805,48780.51255000001,39938.63950000001,8841.873049999995
Uttar Pradesh,Batteries,Distributor,Nov,2021,578.6,551.1030000000001,318868.19580000004,254359.38835000008,64508.807449999964
Tamil Nadu,Batteries,Retail,Nov,2021,73.7,382.872,28217.666400000002,23982.78805,4234.878350000003
Tamil Nadu,Batteries,Retail,Dec,2021,267.3,610.0605,163069.17165000003,125299.22635000003,37769.94530000001
Tamil Nadu,Brakes,Online,Feb,2021,298.1,633.8639999999999,188954.8584,123639.61839999999,65315.240000000005
Haryana,Alloys,Distributor,May,2021,1040.6000000000001,420.97650000000004,438068.1459000001,274417.3609000001,163650.78500000003
West Bengal,Alloys,Retail,Mar,2021,761.2,457.77900000000005,348461.37480000005,242097.26155000008,106364.11324999997
Karnataka,Brakes,Online,Mar,2021,1019.7,602.616,614487.5352,540910.2914500001,73577.2437499999
Delhi,Batteries,Retail,Mar,2021,114.4,252.567,28893.664800000002,24576.6775,4316.987300000001
Karnataka,Brakes,Distributor,Dec,2021,437.8,490.5495,214762.57110000003,170328.83020000005,44433.740899999975
Karnataka,Alloys,Retail,Apr,2021,972.4000000000001,323.36850000000004,314443.52940000006,262611.4360000001,51832.093399999954
Tamil Nadu,Brakes,Retail,May,2021,414.70000000000005,203.385,84343.7595,74220.04435,10123.715150000004
Rajasthan,Brakes,Online,Jul,2021,690.8000000000001,943.6455000000001,651870.3114000001,518140.7947000001,133729.51670000004
Maharashtra,Batteries,Retail,Sep,2021,344.3,198.975,68507.0925,46934.92495,21572.16755
Delhi,Tyres,Distributor,Aug,2021,139.70000000000002,675.024,94300.85280000001,83210.85310000001,11089.9997
Gujarat,Batteries,Online,Jan,2021,1057.1000000000001,480.34350000000006,507771.11385000014,423394.70095000014,84376.4129
Rajasthan,Tubes,Distributor,Feb,2021,569.8000000000001,489.0375,278653.56750000006,198790.49035000004,79863.07715000003
Punjab,Tubes,Online,Jul,2021,61.60000000000001,703.4159999999999,43330.4256,37158.73930000001,6171.686299999994
Uttar Pradesh,Alloys,Distributor,Nov,2021,147.4,130.074,19172.907600000002,12721.283950000005,6451.623649999998
Punjab,Alloys,Retail,Jul,2021,656.7,712.5615,467939.13705,396054.8692000001,71884.26784999995
Rajasthan,Tubes,Online,Sep,2021,1040.6000000000001,877.4850000000001,913110.8910000003,657107.5418500004,256003.3491499999
Tamil Nadu,Tyres,Distributor,Feb,2021,874.5000000000001,884.73,773696.3850000001,562531.9954,211164.3896000001
Gujarat,Alloys,Online,Aug,2021,184.8,358.323,66218.0904,54196.34065000001,12021.749749999988
Gujarat,Tubes,Distributor,Dec,2021,1081.3000000000002,836.2725,904261.4542500002,657366.6776500001,246894.7766000001
Punjab,Suspension,Online,Sep,2021,112.2,383.271,43003.0062,40077.03160000001,2925.974599999994
West Bengal,Brakes,Retail,Jun,2021,993.3000000000001,841.869,836228.4777,535172.2514500001,301056.22624999995
West Bengal,Batteries,Retail,Nov,2021,227.70000000000002,565.6245000000001,128792.69865000003,117599.75380000003,11192.94485
Uttar Pradesh,Suspension,Retail,Feb,2021,194.70000000000002,277.09499999999997,53950.3965,41524.14265,12426.253850000001
Rajasthan,Suspension,Distributor,Nov,2021,283.8,358.9005,101855.96190000001,80422.62535,21433.336550000007
Rajasthan,Tyres,Retail,Jan,2021,314.6,485.415,152711.559,103280.07535000001,49431.483649999995
Gujarat,Tyres,Distributor,Apr,2021,359.70000000000005,894.0120000000001,321576.11640000006,303741.75985000003,17834.356550000026
Haryana,Brakes,Retail,Jan,2021,540.1,956.046,516360.44460000005,434738.1407500001,81622.30384999997
Tamil Nadu,Brakes,Online,Dec,2021,939.4000000000001,122.3775,114961.4235,105765.04630000002,9196.377199999988
Karnataka,Brakes,Online,Jul,2021,992.2,875.2275,868400.7255000001,672430.2800500001,195970.44545
Karnataka,Alloys,Distributor,Dec,2021,91.30000000000001,628.698,57400.127400000005,47527.15120000001,9872.976199999997
Delhi,Alloys,Online,Apr,2021,469.70000000000005,785.5889999999999,368991.1533,235159.01485,133832.13845
Gujarat,Suspension,Retail,Apr,2021,430.1,234.35999999999999,100798.236,92231.05660000001,8567.179399999994
Punjab,Batteries,Online,Aug,2021,764.5000000000001,796.9185000000001,609244.1932500001,419011.1987500001,190232.99450000003
Haryana,Suspension,Distributor,Jun,2021,877.8000000000001,733.4565,643828.1157000001,425815.0150000001,218013.1007
West Bengal,Suspension,Retail,Mar,2021,807.4000000000001,897.015,724249.9110000001,537055.5944500001,187194.31655
Rajasthan,Alloys,Online,Jun,2021,826.1,595.3815,491844.65715,303191.79505,188652.86209999997
Uttar Pradesh,Suspension,Online,Jan,2021,958.1,802.4415,768819.20115,483571.5523,285247.64885
Tamil Nadu,Alloys,Distributor,Sep,2021,375.1,833.5845,312677.54595000006,195075.59455000004,117601.95140000002
Delhi,Tyres,Online,Apr,2021,910.8000000000001,377.81100000000004,344110.25880000007,249302.89075000002,94807.36805000005
Maharashtra,Suspension,Distributor,Jun,2021,178.20000000000002,786.849,140216.49180000002,114085.98970000002,26130.502099999998
Maharashtra,Brakes,Online,Aug,2021,394.90000000000003,554.8725000000001,219119.15025000004,182369.56660000005,36749.583649999986
Haryana,Brakes,Online,May,2021,887.7,232.57500000000002,206456.8275,158830.1815,47626.64600000001
Karnataka,Suspension,Online,Sep,2021,892.1,134.46300000000002,119954.44230000002,82983.58375,36970.85855000002
Maharashtra,Alloys,Online,Jan,2021,866.8000000000001,900.249,780335.8332000001,699370.3432000001,80965.48999999999
Karnataka,Brakes,Online,Jan,2021,611.6,669.018,409171.40880000003,293369.91760000004,115801.49119999999
Tamil Nadu,Alloys,Distributor,Mar,2021,223.3,553.1505,123518.50665,88999.33195,34519.17469999999
Karnataka,Brakes,Online,Jan,2021,379.50000000000006,793.1385,300996.06075000006,232796.97055000006,68199.0902
Delhi,Brakes,Retail,Jul,2021,1086.8000000000002,670.383,728572.2444000002,554362.2761500002,174209.96825000003
Gujarat,Alloys,Distributor,Oct,2021,937.2,879.0495000000001,823845.1914000001,724815.3512500002,99029.84014999995
Punjab,Batteries,Online,May,2021,243.10000000000002,1019.4765,247834.73715000003,149156.58295000004,98678.15419999999
West Bengal,Suspension,Retail,Dec,2021,630.3000000000001,446.124,281191.95720000006,177728.43010000006,103463.5271
Punjab,Batteries,Distributor,Apr,2021,952.6,234.297,223191.3222,208144.45420000004,15046.867999999959
West Bengal,Batteries,Online,Dec,2021,959.2,597.6285,573245.2572000001,361343.34235000005,211901.91485000006
Delhi,Tyres,Distributor,May,2021,705.1,929.9325,655695.40575,561458.0302,94237.37555
Gujarat,Batteries,Online,Jan,2021,781.0000000000001,822.2865,642205.7565000001,548081.6287,94124.12780000013
Tamil Nadu,Batteries,Retail,Apr,2021,834.9000000000001,1031.646,861321.2454,789123.0139,72198.2315
Uttar Pradesh,Alloys,Retail,Aug,2021,348.70000000000005,314.04449999999997,109507.31715,103559.30815,5948.0090000000055
Delhi,Tyres,Retail,Mar,2021,1018.6000000000001,738.0765,751804.7229000002,462704.16730000003,289100.55560000014
Karnataka,Tyres,Retail,Sep,2021,71.5,979.3560000000001,70023.95400000001,46439.99590000001,23583.958100000003
Punjab,Tyres,Retail,Nov,2021,148.5,970.1370000000001,144065.3445,88150.86894999999,55914.47555000002
Rajasthan,Tubes,Retail,Jan,2021,745.8000000000001,795.816,593519.5728000001,396120.7042000001,197398.8686
Uttar Pradesh,Alloys,Online,Dec,2021,977.9000000000001,1022.6475,1000046.9902500001,930537.0097,69509.9805500001
Tamil Nadu,Tubes,Retail,Aug,2021,707.3000000000001,809.088,572267.9424,354353.42095000006,217914.52145
Uttar Pradesh,Brakes,Distributor,Oct,2021,496.1,598.6995000000001,297014.82195000007,245212.87405000007,51801.9479
Delhi,Batteries,Distributor,Jan,2021,632.5,668.472,422808.54,287722.53355,135086.00645
Maharashtra,Brakes,Online,May,2021,260.70000000000005,559.6080000000001,145889.80560000005,132723.17365000004,13166.63195000001
Maharashtra,Brakes,Retail,May,2021,242.00000000000003,426.1845,103136.64900000002,88044.505,15092.144000000015
Haryana,Suspension,Retail,Sep,2021,454.3,645.939,293450.0877,258644.55385,34805.53384999998
Karnataka,Alloys,Distributor,Jun,2021,621.5,852.2325,529662.49875,376888.4411500001,152774.05759999994
Uttar Pradesh,Tubes,Online,Jan,2021,848.1,596.5575,505940.41575000004,379144.66435000004,126795.75140000001
Haryana,Alloys,Distributor,Dec,2021,172.70000000000002,325.14300000000003,56152.19610000001,34170.88135,21981.314750000005
Tamil Nadu,Brakes,Online,Mar,2021,240.9,1040.8754999999999,250746.90794999996,150468.99789999996,100277.91005
West Bengal,Brakes,Distributor,Jun,2021,913.0000000000001,604.842,552220.746,512832.8882500001,39387.85774999997
Maharashtra,Brakes,Online,Oct,2021,866.8000000000001,171.1815,148380.12420000002,89520.68740000001,58859.43680000001
Haryana,Tyres,Retail,Nov,2021,85.80000000000001,829.9935,71213.44230000001,52746.088,18467.354300000006
Tamil Nadu,Alloys,Distributor,Feb,2021,323.40000000000003,558.39,180583.326,145056.2752,35527.0508
Rajasthan,Batteries,Online,Oct,2021,876.7,1034.964,907352.9388,788395.07515,118957.86364999996
West Bengal,Tubes,Distributor,Jul,2021,1067.0,422.86650000000003,451198.5555,353235.11530000006,97963.44019999995
Haryana,Tubes,Online,Feb,2021,688.6,330.645,227682.147,145412.8468,82269.3002
Haryana,Tubes,Distributor,Jun,2021,210.10000000000002,385.665,81028.21650000001,72802.85935,8225.35715000001
Maharashtra,Tyres,Distributor,Sep,2021,214.50000000000003,325.7625,69876.05625000001,42955.095250000006,26920.961000000003
Punjab,Tyres,Retail,May,2021,829.4000000000001,965.2755,800599.4997,492997.35715000005,307602.14255
Maharashtra,Batteries,Distributor,Dec,2021,492.80000000000007,468.1845,230721.32160000002,193315.99825,37405.32335000002
Rajasthan,Alloys,Retail,Jan,2021,207.9,1008.8085,209731.28715,184415.9494,25315.337749999977
Maharashtra,Tyres,Retail,Sep,2021,1086.8000000000002,661.1850000000001,718575.8580000002,678203.1779500003,40372.680049999966
Maharashtra,Batteries,Retail,Apr,2021,404.8,997.773,403898.5104,308413.08805,95485.42235000001
Tamil Nadu,Batteries,Distributor,Apr,2021,983.4000000000001,1039.7835,1022523.0939000001,879547.2709000001,142975.82299999997
West Bengal,Tyres,Online,Aug,2021,903.1,323.925,292536.66750000004,272046.2729500001,20490.394549999968
Maharashtra,Tyres,Online,Jan,2021,686.4000000000001,322.8855,221628.60720000003,197410.12675000005,24218.480449999974
Uttar Pradesh,Batteries,Retail,May,2021,456.50000000000006,322.98,147440.37000000002,97573.8094,49866.560600000026
Uttar Pradesh,Brakes,Retail,Jun,2021,293.70000000000005,139.71300000000002,41033.70810000001,38368.359250000016,2665.348849999995
Tamil Nadu,Batteries,Retail,Feb,2021,1030.7,435.86550000000005,449246.5708500001,278642.91685000004,170603.65400000004
West Bengal,Suspension,Distributor,Aug,2021,105.60000000000001,309.4245,32675.227200000005,25532.139700000003,7143.0875000000015
Punjab,Alloys,Online,Mar,2021,75.9,1045.191,79329.99690000001,52426.29160000002,26903.705299999994
West Bengal,Alloys,Online,Dec,2021,592.9000000000001,591.9060000000001,350941.0674000001,270896.7592000001,80044.30820000003
West Bengal,Tubes,Distributor,Dec,2021,213.4,250.4355,53442.9357,47325.9502,6116.9855000000025
Gujarat,Brakes,Retail,Feb,2021,913.0000000000001,316.512,288975.45600000006,227695.63585000005,61279.820150000014
Haryana,Batteries,Distributor,Oct,2021,415.8,950.7015,395301.6837,356184.37315,39117.310549999995
Maharashtra,Suspension,Distributor,May,2021,347.6,934.1955,324726.3558,225022.38835000005,99703.96744999997
Karnataka,Alloys,Distributor,May,2021,649.0,944.8635,613216.4115,573037.2748,40179.13670000003
Rajasthan,Tubes,Online,Aug,2021,419.1,138.474,58034.4534,41504.39215,16530.06125
Maharashtra,Tyres,Online,May,2021,644.6,625.5585,403235.0091,254217.6583,149017.35080000001
Karnataka,Suspension,Online,Apr,2021,190.3,457.19100000000003,87003.44730000001,60111.892600000014,26891.5547
West Bengal,Tubes,Distributor,May,2021,1045.0,151.1055,157905.2475,124178.41435,33726.83314999999
West Bengal,Batteries,Online,Dec,2021,94.60000000000001,313.06800000000004,29616.232800000005,24852.191200000005,4764.0416000000005
Gujarat,Tyres,Distributor,May,2021,706.2,163.13850000000002,115208.40870000003,104726.43565000003,10481.97305
Haryana,Batteries,Online,May,2021,403.70000000000005,664.8285,268391.26545,238502.77449999997,29888.490950000036
Delhi,Tyres,Retail,Dec,2021,678.7,730.695,495922.6965000001,391938.9343000001,103983.7622
Punjab,Suspension,Retail,Jan,2021,877.8000000000001,798.546,700963.6788000001,548462.8133500002,152500.86544999992
West Bengal,Batteries,Distributor,Jul,2021,423.50000000000006,727.2405,307986.35175000003,276480.46810000006,31505.883649999974
Maharashtra,Alloys,Online,Aug,2021,682.0,256.57800000000003,174986.19600000003,125448.15205,49538.04395000002
Karnataka,Batteries,Online,May,2021,666.6,764.1060000000001,509353.0596000001,426862.96960000007,82490.09000000003
West Bengal,Alloys,Online,Dec,2021,264.0,765.5445000000001,202103.74800000002,134647.09180000002,67456.6562
Tamil Nadu,Batteries,Distributor,Apr,2021,200.20000000000002,937.419,187671.2838,169869.77545000002,17801.50834999999
Gujarat,Tubes,Distributor,Nov,2021,88.0,885.402,77915.376,50263.56565000001,27651.810349999992
Uttar Pradesh,Alloys,Online,May,2021,453.20000000000005,321.048,145498.9536,133574.66275000002,11924.29084999999
Delhi,Alloys,Retail,Feb,2021,144.10000000000002,877.9784999999999,126516.70185000001,112757.63575,13759.066100000011
West Bengal,Brakes,Online,Jun,2021,630.3000000000001,111.03750000000001,69986.93625000001,49023.29200000001,20963.644250000005
Karnataka,Batteries,Online,Feb,2021,104.50000000000001,413.47950000000003,43208.60775000001,34391.70580000001,8816.90195
Karnataka,Suspension,Distributor,Jun,2021,449.90000000000003,350.511,157694.89890000003,129609.76720000003,28085.131699999998
Tamil Nadu,Tyres,Distributor,Jun,2021,995.5000000000001,878.6505,874696.57275,564141.73045,310554.8423
Uttar Pradesh,Tyres,Distributor,Jan,2021,567.6,824.1765,467802.5814,369303.62545000005,98498.95594999997
Gujarat,Batteries,Online,Jun,2021,300.3,898.9155000000001,269944.32465,199017.2515,70927.07315000001
Gujarat,Tyres,Online,Feb,2021,422.40000000000003,985.7715000000001,416389.8816000001,264773.3419000001,151616.53969999996
Haryana,Batteries,Distributor,Mar,2021,269.5,269.199,72549.1305,63103.16935,9445.961150000003
Karnataka,Alloys,Online,Feb,2021,410.3,389.4135,159776.35905,135468.03115,24308.327900000004
Karnataka,Batteries,Retail,Jan,2021,1063.7,774.5955,823937.23335,630930.6565,193006.57684999995
Haryana,Tyres,Retail,Nov,2021,78.10000000000001,691.7610000000001,54026.53410000001,33280.88455000001,20745.649550000002
West Bengal,Tubes,Online,Feb,2021,390.50000000000006,1040.6865,406388.0782500001,339991.71205000003,66396.36620000005
Maharashtra,Brakes,Retail,May,2021,841.5000000000001,813.4245000000001,684496.7167500001,441863.3011000001,242633.41565000004
Haryana,Alloys,Distributor,Oct,2021,473.00000000000006,467.51250000000005,221133.41250000003,137759.30860000002,83374.10390000002
Delhi,Alloys,Online,Apr,2021,90.2,410.8125,37055.2875,28570.563549999995,8484.723950000003
Maharashtra,Alloys,Distributor,Sep,2021,1095.6000000000001,343.623,376473.35880000005,226019.6731,150453.68570000003
West Bengal,Tyres,Retail,Jun,2021,584.1,363.573,212362.9893,201531.12055,10831.868749999994
Delhi,Tubes,Online,Dec,2021,162.8,531.5625,86538.375,56878.94365000001,29659.43134999999
Karnataka,Alloys,Distributor,May,2021,1029.6000000000001,885.4965000000001,911707.1964000002,642234.8725000002,269472.3239000001
Rajasthan,Batteries,Retail,Dec,2021,933.9000000000001,182.84699999999998,170760.8133,143127.41365000003,27633.399649999978
Haryana,Tubes,Online,Jul,2021,78.10000000000001,229.10999999999999,17893.491,16172.4817,1721.0093000000015
Haryana,Alloys,Online,Aug,2021,474.1,247.7475,117457.08975000001,88247.54245,29209.54730000002
Maharashtra,Batteries,Online,Jun,2021,77.0,964.4985000000001,74266.38450000001,66845.40400000001,7420.980500000005
Haryana,Suspension,Online,Jul,2021,146.3,480.7215,70329.55545,48947.639500000005,21381.915949999995
Maharashtra,Tyres,Retail,Aug,2021,479.6,399.798,191743.1208,136570.95220000003,55172.168599999975
Uttar Pradesh,Brakes,Online,Jul,2021,1081.3000000000002,322.308,348511.64040000003,235101.31105000002,113410.32935000001
Punjab,Tubes,Retail,Jan,2021,969.1,925.3755,896781.39705,762464.5513,134316.84574999998
Maharashtra,Suspension,Retail,Mar,2021,918.5000000000001,921.816,846687.9960000002,648244.2104500001,198443.78555000003
West Bengal,Tyres,Online,Jan,2021,696.3000000000001,255.486,177894.90180000002,119420.04535,58474.85645000002
Delhi,Tyres,Distributor,Jul,2021,719.4000000000001,838.8870000000001,603495.3078000001,524933.8925500001,78561.41524999996
Haryana,Suspension,Online,Apr,2021,808.5000000000001,606.186,490101.3810000001,297124.7879500001,192976.59305000002
Haryana,Brakes,Online,Dec,2021,437.8,229.026,100267.5828,61302.027700000006,38965.5551
Rajasthan,Tyres,Retail,Jun,2021,964.7,1019.298,983316.7806,653817.7669,329499.0137
Delhi,Alloys,Distributor,Sep,2021,633.6,560.0385,354840.3936,227473.2406,127367.15300000002
Rajasthan,Tyres,Retail,Jun,2021,354.20000000000005,678.9090000000001,240469.56780000008,165115.79545000006,75353.77235000001
West Bengal,Suspension,Distributor,May,2021,627.0,294.49350000000004,184647.42450000002,142558.55305000005,42088.87144999998
Delhi,Brakes,Distributor,Jan,2021,968.0000000000001,720.6885000000001,697626.4680000002,498156.8692000002,199469.59880000004
Uttar Pradesh,Tyres,Online,Jun,2021,478.50000000000006,858.6899999999999,410883.16500000004,291162.78190000006,119720.38309999998
Tamil Nadu,Brakes,Distributor,Aug,2021,842.6,246.35100000000003,207575.35260000004,158298.95080000002,49276.40180000002
Uttar Pradesh,Tyres,Online,Jan,2021,405.90000000000003,478.78950000000003,194340.65805000003,182902.73770000003,11437.92035
Tamil Nadu,Batteries,Distributor,May,2021,236.50000000000003,380.625,90017.81250000001,75906.9565,14110.856000000014
Delhi,Tyres,Distributor,Jun,2022,212.79999999999998,857.7345,182525.90159999998,124871.14084709088,57654.760752909104
Gujarat,Tubes,Distributor,Feb,2022,169.39999999999998,670.7295,113621.57729999999,76608.76425809092,37012.813041909074
Delhi,Tubes,Retail,Dec,2022,722.4,199.47899999999998,144103.6296,112913.74807109091,31189.88152890907
Rajasthan,Tyres,Retail,Sep,2022,590.8,673.0500000000001,397637.94,347241.39053609094,50396.54946390906
Uttar Pradesh,Suspension,Distributor,Jul,2022,995.4,158.3085,157580.2809,138399.71519309093,19180.56570690908
Maharashtra,Suspension,Retail,Sep,2022,648.1999999999999,305.6655,198132.37709999998,135432.98765309088,62699.3894469091
Haryana,Brakes,Online,Nov,2022,456.4,688.5165000000001,314238.9306,263489.66066309094,50749.269936909084
Delhi,Tyres,Online,Apr,2022,422.79999999999995,513.1875,216975.675,156870.8418740909,60104.83312590909
Punjab,Batteries,Distributor,Nov,2022,151.2,482.86350000000004,73008.9612,46347.77996609092,26661.181233909083
Delhi,Tubes,Distributor,Jul,2022,1048.6,451.21650000000005,473145.6219,370195.403933091,102950.21796690905
Tamil Nadu,Alloys,Online,Dec,2022,1030.3999999999999,689.3774999999999,710334.5759999999,,
Haryana,Brakes,Retail,Dec,2022,410.2,664.8285,272712.6507,173103.09916709093,99609.55153290907
Uttar Pradesh,Batteries,Distributor,Mar,2022,1215.1999999999998,747.894,908840.7887999999,709263.8966750909,199576.89212490898
Gujarat,Suspension,Online,Apr,2022,452.2,1001.7,452968.74,437617.807562091,15350.93243790901
Uttar Pradesh,Brakes,Distributor,May,2022,349.2,469.2135,163849.3542,102202.00781836364,61647.346381636366
Delhi,Tyres,Distributor,Nov,2022,1136.3999999999999,751.6005,854118.8081999999,663372.7134523635,190746.09474763635
West Bengal,Batteries,Distributor,Sep,2022,604.8,681.45,412140.96,378496.5677863637,33644.39221363631
Uttar Pradesh,Tyres,Retail,Apr,2022,100.8,964.3095000000001,97202.39760000001,69139.12523836366,28063.27236163635
Uttar Pradesh,Alloys,Distributor,Jan,2022,1105.2,818.8215000000001,904961.5218000002,697968.5054803636,206993.0163196366
Punjab,Batteries,Retail,Feb,2022,774.9,621.6419999999999,481710.38579999993,329798.2319712818,151912.15382871812
Uttar Pradesh,Tyres,Online,,2022,947.52,900.963,853680.46176,665987.182079482,187693.27968051797
Punjab,Batteries,Online,Nov,2022,316.26,950.6070000000001,300638.96982,250595.50047668183,50043.46934331817
Tamil Nadu,Batteries,Distributor,Sep,2022,1089.9,413.5845,450765.74655000004,371270.9935224819,79494.75302751816
Punjab,Brakes,Retail,Jan,2022,379.26,147.73499999999999,56029.97609999999,41197.82338808182,14832.15271191817
Gujarat,Tubes,Online,Sep,2022,968.94,811.2195,786023.0223300001,638690.103045082,147332.9192849181
Tamil Nadu,Alloys,Retail,May,2022,1227.86,442.134,542878.65324,390480.08792720904,152398.56531279098
Tamil Nadu,Suspension,Online,Jun,2022,626.34,365.82,229127.6988,166073.28700190908,63054.411798090936
West Bengal,Tubes,Distributor,Jun,2022,1258.52,175.455,220813.62660000002,215022.30858980905,5791.3180101909675
Punjab,Batteries,Retail,Mar,2022,573.78,478.1595,274358.35790999996,198581.2804835091,75777.07742649087
Tamil Nadu,Tubes,Retail,Jun,2022,163.51999999999998,875.616,143180.72832,124971.30885740912,18209.41946259087
,Batteries,Online,Jul,2022,1057.04,851.718,900299.99472,753054.656123609,147245.3385963909
Rajasthan,Brakes,Online,Sep,2022,786.9399999999999,443.75100000000003,349205.41194,230395.54470860917,118809.86723139085
Tamil Nadu,Brakes,Online,Mar,2022,268.64,908.2815,244000.74216,190327.1734181091,53673.56874189089
Maharashtra,Tyres,Online,Mar,2022,119.72,165.06,19760.9832,14427.68741810909,5333.295781890909
Uttar Pradesh,Alloys,Distributor,Apr,2022,1134.42,734.2965,833000.6355300001,692359.1963378092,140641.43919219088
Maharashtra,Alloys,Online,Sep,2022,976.5,943.4145000000001,921244.2592500001,726155.587116082,195088.67213391815
Maharashtra,Alloys,Retail,Apr,2022,834.12,1023.267,853527.47004,788687.932257082,64839.53778291808
Uttar Pradesh,Batteries,Distributor,Aug,2022,68.04,635.4075,43233.1263,38734.02536048182,4499.100939518183
Rajasthan,Suspension,Retail,Jan,2022,1159.2,143.2095,166008.4524,145123.59426848183,20884.85813151818
Uttar Pradesh,Alloys,Distributor,Apr,2022,1142.82,129.024,147451.20768,96859.94886368178,50591.25881631821
Maharashtra,Alloys,Online,Dec,2022,786.24,,,,
Uttar Pradesh,Alloys,Distributor,Mar,2022,182.7,762.258,139264.5366,93060.6056208818,46203.93097911819
West Bengal,Batteries,Online,Jan,2022,352.8,492.807,173862.3096,154802.8767267818,19059.432873218204
Tamil Nadu,Tubes,Online,Jan,2022,107.1,995.9985000000001,106671.43935000002,88952.36780888183,17719.071541118188
Tamil Nadu,Brakes,Online,Sep,2022,367.92,257.355,94686.0516,90250.58894498184,4435.462655018171
Uttar Pradesh,Tubes,Online,Nov,2022,763.5600000000001,384.37350000000004,293492.22966000007,192539.91903128187,100952.3106287182
Delhi,Alloys,Retail,Aug,2022,1064.7,864.465,920395.8855000001,630709.1275068818,289686.75799311826
Tamil Nadu,Brakes,Distributor,Mar,2022,1067.22,939.6975000000001,1002863.9659500001,737031.2023791819,265832.76357081824
Maharashtra,Tyres,Retail,Apr,2022,500.22,441.7035,220948.92477,208777.22887598185,12171.695894018165
Haryana,Tubes,Retail,Sep,2022,460.04,320.397,147395.43588,113785.21304515454,33610.22283484547
Uttar Pradesh,Tubes,Retail,Dec,2022,717.62,438.1755,314443.50231,228875.14555165454,85568.35675834547
Uttar Pradesh,Tubes,Distributor,Mar,2022,804.5400000000001,587.6535,472790.74689000007,363328.6713008546,109462.07558914548
Punjab,Brakes,Retail,Mar,2022,769.5600000000001,759.3495,584365.0012200001,417892.9490387546,166472.05218124547
Rajasthan,Suspension,Retail,Jan,2022,755.7800000000001,996.051,752795.4247800001,552939.2845208546,199856.14025914553
Haryana,Tyres,Retail,Dec,2022,696.4200000000001,632.4045,440419.14189,336296.5543589546,104122.58753104543
Haryana,Batteries,Retail,Jun,2022,931.74,1023.33,953477.4942000001,920069.7993005547,33407.6948994454
Rajasthan,Tyres,Distributor,Nov,2022,592.5400000000001,763.0035,452110.0938900001,395493.9558179546,56616.13807204546
Punjab,Batteries,Online,Sep,2022,701.72,374.17800000000005,262568.18616000004,165758.71816645455,96809.46799354549
Haryana,Tubes,Retail,Feb,2022,171.72,1027.8975,176510.5587,135238.66379395453,41271.89490604546
Uttar Pradesh,Batteries,Retail,Jan,2022,958.24,368.31899999999996,352937.99856,333678.13081555464,19259.867744445335
Punjab,Tubes,Online,Mar,2022,479.12,748.2615000000001,358507.04988000006,290176.29876355466,68330.7511164454
Rajasthan,Brakes,Retail,Jan,2022,825.74,1036.4445,855833.6814300001,603586.0610312546,252247.62039874552
Punjab,Batteries,Distributor,Mar,2022,938.1,181.40850000000003,170179.31385000004,127848.99946225453,42330.3143877455
Gujarat,Batteries,Distributor,Jun,2022,477.0,793.1595,378337.0815,283974.45496645453,94362.62653354544
West Bengal,Tubes,Distributor,Sep,2022,988.98,1034.334,1022935.6393200001,779248.0427096545,243687.59661034553
Haryana,Tubes,Online,Jan,2022,593.6,190.323,112975.73280000001,103839.00730225454,9136.725497745472
Delhi,Suspension,Online,May,2022,183.38,585.249,107322.96162,93246.54712465453,14076.414495345467
Punjab,Tubes,Retail,Feb,2022,869.2,663.39,576618.588,497196.27712105453,79422.31087894546
